id,company_name,location,sector,near_term_status,near_term_target_year
286,Grieshaber GmbH & Co. KG,Alemanha,Automóveis e Componentes,Metas definidas,2030
287,Griesson – de Beukelaer GmbH & Co. KG,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
288,groku Kunststoffe GmbH,Alemanha,Recipientes e Embalagens,Metas definidas,2030
289,Grolman Group,Alemanha,Produtos Químicos,Metas definidas,2030
290,Grünenthal GmbH,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
291,GSG Genii Software Group GmbH,Alemanha,Software e Serviços,Comprometido,Não Informado
292,Gundlach Verpackung GmbH,Alemanha,Recipientes e Embalagens,Metas definidas,2030
293,Güntert Präzisionstechnik GmbH,Alemanha,Automóveis e Componentes,Metas definidas,2030
294,H&R GmbH & Co. KGaA,Alemanha,Produtos Químicos,Compromisso removido,Não Informado
295,H&T Presspart,Alemanha,Equipamentos e Suprimentos de Saúde,Comprometido,Não Informado
296,h&z Unternehmensberatung,Alemanha,Serviços Profissionais,Metas definidas,2030
297,Hager SE,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
298,Hako GmbH,Alemanha,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
299,Hans Ziller GmbH,Alemanha,Automóveis e Componentes,Metas definidas,2030
300,Hansgrohe Group,Alemanha,Insumos de Construção,Metas definidas,2030
301,Harro Höfliger Verpackungsmaschinen GmbH,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
302,HÄRTHA GROUP GmbH,Alemanha,Automóveis e Componentes,Metas definidas,2030
303,Haufe Group SE,Alemanha,Software e Serviços,Metas definidas,2030
304,Hauff-Technik GmbH & Co.KG,Alemanha,Insumos de Construção,Comprometido,Não Informado
305,Haupt Pharma Münster GmbH,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
306,Hegelmann Express GmbH,Alemanha,Transporte Terrestre - Caminhões,Metas definidas,2030
307,Heidelberg Materials,Alemanha,Materiais de Construção,Metas definidas,2030
308,Heidolph Scientific Products GmbH,Alemanha,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
309,Heinrich Kühlmann GmbH,Alemanha,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
310,Hellmann Worldwide Logistics SE & Co. KG,Alemanha,Transporte Aéreo de Carga e Logística,Comprometido,Não Informado
311,HelloFresh SE,Alemanha,Varejo de Alimentos e Bens Essenciais,Compromisso removido,Não Informado
312,Helmut Brüninghaus Kronenkorken GmbH & Co.KG,Alemanha,Recipientes e Embalagens,Metas definidas,2030
313,Hemmersbach Holding GmbH,Alemanha,Software e Serviços,Comprometido,Não Informado
314,Hengst Filtration,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
315,Hengstenberg GmbH & Co. KG,Alemanha,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
316,Henkel AG & Co. KGaA,Alemanha,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
317,Hennecke GROUP,Alemanha,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
318,Heraeus Group,Alemanha,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
319,Heraeus Precious Metals,Alemanha,Produtos Químicos,Compromisso removido,Não Informado
320,heristo aktiengesellschaft,Alemanha,Produção de Alimentos de Origem Animal,Comprometido,Não Informado
321,HERMA GmbH,Alemanha,Recipientes e Embalagens,Metas definidas,2030
322,Hermann Bantleon GmbH,Alemanha,Produtos Químicos,Metas definidas,2030
323,Herzog Maschinenfabrik GmbH & Co.KG,Alemanha,Construção e Engenharia,Metas definidas,2030
324,HES Präzisionsteile Hermann Erkert GmbH,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
325,Hirschvogel Group,Alemanha,Automóveis e Componentes,Metas definidas,2030
326,Hochland Deutschland GmbH,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
327,Hochwald Foods GmbH,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2032
328,Hoffmann Eitle,Alemanha,Serviços Especializados ao Consumidor,Metas definidas,2030
329,Hohenloher Molkerei eG,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
330,Holocene UG (haftungsbeschränkt),Alemanha,Software e Serviços,Metas definidas,2030
331,HoWe Wurstwaren KG,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
332,HOYER GmbH Internationale Fachspedition,Alemanha,Transporte Terrestre - Caminhões,Comprometido,Não Informado
333,Hoyer Handel GmbH,Alemanha,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
334,HRS Group,Alemanha,Software e Serviços,Comprometido,Não Informado
335,Huawei Technologies Deutschland GmbH,Alemanha,Hardware e Equipamento de Tecnologia,Metas definidas,2030
336,Huf Hülsbeck & Fürst GmbH & Co. KG,Alemanha,Automóveis e Componentes,Metas definidas,2030
337,Hugo Boss AG,Alemanha,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
338,Hüttenes-Albertus Chemische Werke GmbH (HA Group),Alemanha,Produtos Químicos,Comprometido,Não Informado
339,IDT Biologika GmbH,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
340,IFCO Systems,Alemanha,Recipientes e Embalagens,Metas definidas,2031
341,IGEFA SE & Co. KG,Alemanha,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
342,IKA Werke GmbH & Co KG,Alemanha,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
343,ilapo Internationale Ludwigs-Arzneimittel GmbH & Co.KG,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
344,Impreg Group GmbH,Alemanha,Materiais de Construção,Metas definidas,2030
345,Infineon Technologies AG,Alemanha,Semicondutores e Equipamentos,Comprometido,Não Informado
346,instagrid GmbH,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
347,Instone Real Estate Group SE,Alemanha,Imóveis,Metas definidas,2030
348,INTERFER Edelstahl Handelsgesellschaft mbH,Alemanha,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
349,Intersnack Group GmbH & Co. KG,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2032
350,iPoint-systems GmbH,Alemanha,Software e Serviços,Metas definidas,2030
351,Isabellenhütte Heusler GmbH & Co. KG,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
352,IT-HAUS GmbH,Alemanha,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
353,iwis SE & Co. KG,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
354,J.J. Darboven GmbH & Co. KG,Alemanha,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
355,Jack-Wolfskin Ausrüstung für Draussen GmbH & Co. KGaA,Alemanha,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
356,Johann Grohmann GmbH & Co. KG,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
357,Jokey Holding GmbH & Co.KG,Alemanha,Recipientes e Embalagens,Metas definidas,2030
358,Jungheinrich AG,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
359,KAEFER SE & Co. KG,Alemanha,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2032
360,Karl Heinz Dietrich GmbH & Co. KG,Alemanha,Transporte Aéreo de Carga e Logística,Comprometido,Não Informado
361,Karl Marbach GmbH & Co.KG,Alemanha,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
362,Kartoffelmanufaktur Pahmeyer GmbH & Co. KG,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
363,Kautex Textron,Alemanha,Automóveis e Componentes,Metas definidas,2030
364,Kayser Automotive Group,Alemanha,Automóveis e Componentes,Metas definidas,2032
365,KERN-LIEBERS Group,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
366,Kerschgens Werkstoffe & Mehr GmbH,Alemanha,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
367,Kiefel GmbH,Alemanha,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
368,Kinios GmbH,Alemanha,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
369,KION GROUP AG,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
370,KIRCHHOFF Automotive AG,Alemanha,Automóveis e Componentes,Metas definidas,2030
371,KIS Antriebstechnik GmbH & Co. KG,Alemanha,Construção e Engenharia,Metas definidas,2030
372,Kittelberger media solutions GmbH,Alemanha,Software e Serviços,Metas definidas,2030
373,Klingele Paper and Packaging SE & Co. KG,Alemanha,Produtos Florestais,Comprometido,Não Informado
374,Klöckner & Co,Alemanha,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
375,Klüh Security GmbH,Alemanha,Serviços Profissionais,Comprometido,Não Informado
376,KME Alemanha GmbH,Alemanha,"Mineração - Ferro, Alumínio e Outros Metais",Compromisso removido,Não Informado
377,Knorr-Bremse AG,Alemanha,Transporte Terrestre - Estradas e Trilhos,Metas definidas,2030
378,komm.passion GmbH,Alemanha,Serviços Profissionais,Metas definidas,2030
379,Körber AG,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2027
380,KORSCH AG,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
381,KOSTAL Group,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
382,"KÖTTER SE & Co.KG Security, München",Alemanha,Serviços Profissionais,Comprometido,Não Informado
383,KRAIBURG TPE GmbH & Co. KG,Alemanha,Produtos Químicos,Metas definidas,2031
384,Kratzer GmbH & Co KG,Alemanha,Automóveis e Componentes,Metas definidas,2030
385,Krones AG,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
386,Krüger Group,Alemanha,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
387,KSB SE & Co. KGaA,Alemanha,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
388,KTR Systems GmbH,Alemanha,Construção e Engenharia,Comprometido,Não Informado
389,KUKA AG,Alemanha,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
390,L. Priebs GmbH & Co. KG,Alemanha,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
391,Lactoprot Deutschland GmbH,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
392,LAIQON AG,Alemanha,"Bancos, Finanças Diversas e Seguros",Compromisso removido,Não Informado
393,Laird Thermal Systems,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
394,Landgard Obst & Gemüse GmbH & Co.KG,Alemanha,Varejo de Alimentos e Bens Essenciais,Metas definidas,2032
395,LANSCO GmbH,Alemanha,Software e Serviços,Metas definidas,2030
396,LANXESS AG,Alemanha,Produtos Químicos,Metas definidas,2030
397,Laurens Spethmann Holding Aktiengesellschaft & Co. KG,Alemanha,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
398,Leadec Holding BV & Co. KG,Alemanha,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
399,LEDVANCE,Alemanha,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Compromisso removido,Não Informado
400,LEG Immobilien SE,Alemanha,Imóveis,Metas definidas,2030
401,Leibold & Amann GmbH & Co. KG,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
402,Leifheit AG,Alemanha,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
403,LEIPA Group GmbH,Alemanha,Produtos Florestais,Metas definidas,2030
404,Leipziger Logistik & Lagerhaus Südwest GmbH,Alemanha,Transporte Terrestre - Caminhões,Metas definidas,2030
405,LEONI AG,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
406,LFW Ludwigsluster Fleisch- und Wurstspezialitäten GmbH & Co. KG,Alemanha,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
407,Lobster Data GmbH,Alemanha,Software e Serviços,Comprometido,Não Informado
408,LOGO tape Vertrieb GmbH,Alemanha,Produtos Químicos,Metas definidas,2030
409,Lohmann GmbH & Co. KG,Alemanha,Produtos Químicos,Comprometido,Não Informado
410,Lorenz Group,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
411,Lothar Medtec GmbH,Alemanha,Equipamentos e Suprimentos de Saúde,Metas definidas,2030
412,LTS Lohmann Therapie-Systeme AG,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
413,LucaNet Group,Alemanha,Software e Serviços,Comprometido,Não Informado
414,Lufthansa Group,Alemanha,Transporte Aéreo - Companhias Aéreas,Metas definidas,2030
415,M & P Group,Alemanha,Construção e Engenharia,Comprometido,Não Informado
416,Machwürth Team International GmbH,Alemanha,Serviços Educacionais,Metas definidas,2030
417,MAHLE GmbH,Alemanha,Automóveis e Componentes,Metas definidas,2030
418,Maloja Clothing GmbH,Alemanha,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
419,MAN Truck & Bus SE,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
420,Mann & Schröder GmbH,Alemanha,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
421,MATSEN CHEMIE AG,Alemanha,Produtos Químicos,Metas definidas,2030
422,Maurer Rides GmbH,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
423,Max Baermann GmbH,Alemanha,Automóveis e Componentes,Metas definidas,2030
424,Mayer-Kuvert-network GmbH,Alemanha,Produtos Florestais,Comprometido,Não Informado
425,Mazda Motor Europe,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
426,MDS Holding GmbH & Co. KG,Alemanha,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
427,MDT technologies GmbH,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
428,med IQM GmbH,Alemanha,Serviços Profissionais,Metas definidas,2030
429,MED:ON MVZ,Alemanha,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
430,med:unit GmbH,Alemanha,Serviços Profissionais,Metas definidas,2030
431,MEDIA Central Holding GmbH,Alemanha,Mídia,Metas definidas,2030
432,Medperion GmbH,Alemanha,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
433,MEGABAD GmbH,Alemanha,Varejo,Metas definidas,2030
434,Melitta Group Management GmbH & Co. KG,Alemanha,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
435,Mercedes-Benz AG,Alemanha,Automóveis e Componentes,Metas definidas,2030
436,Merck KGaA,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
437,merTens AG,Alemanha,Serviços Profissionais,Metas definidas,2030
438,Metro AG,Alemanha,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
439,Metten Fleischwaren GmbH & Co. KG,Alemanha,Produção de Alimentos de Origem Animal,Metas definidas,2030
440,Miele & Cie. KG,Alemanha,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
441,Milchhof Albert GmbH & Co.KG,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
442,Milchwerke Ingolstadt - Thalmaessing eG,Alemanha,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
443,Miltenyi Biotec,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
444,Mindpeak GmbH,Alemanha,Software e Serviços,Metas definidas,2030
445,MÖHRLE HAPP LUTHER,Alemanha,Serviços Profissionais,Metas definidas,2030
446,Molkerei Ammerland eG,Alemanha,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
447,Molkerei Gropper,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2033
448,MOMENI Group,Alemanha,Imóveis,Metas definidas,2030
449,Mufflon natural freewear,Alemanha,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
450,Muhr und Bender KG,Alemanha,Automóveis e Componentes,Metas definidas,2030
451,MVV Energie AG,Alemanha,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2035
452,myneva Group GmbH,Alemanha,Software e Serviços,Metas definidas,2030
453,Naabtaler Milchwerke GmbH & Co. KG Privatmolkerei Bechtel,Alemanha,Produção de Alimentos de Origem Animal,Metas definidas,2030
454,Nagarro SE,Alemanha,Software e Serviços,Comprometido,Não Informado
455,National Air Cargo (Deutschland) GmbH,Alemanha,Transporte Aéreo de Carga e Logística,Metas definidas,2030
456,Neumarkter Lammsbräu Gebr. Ehrnsperger KG,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
457,NextPharma Alemanha BidCo GmbH,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
458,Ninkaplast GmbH,Alemanha,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
459,Nipro PharmaPackaging Alemanha GmbH,Alemanha,Recipientes e Embalagens,Comprometido,Não Informado
460,Nordex SE,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
461,Nordzucker AG,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
462,Novatec Consulting GmbH,Alemanha,Software e Serviços,Metas definidas,2030
463,Novoprot GmbH,Alemanha,Processamento de Alimentos e Bebidas,Metas definidas,2030
464,NSI Präzisionsdrehteile GmbH,Alemanha,Automóveis e Componentes,Metas definidas,2030
465,NXT Netcare Services GmbH,Alemanha,Software e Serviços,Comprometido,Não Informado
466,OBI Group Holding SE & Co. KGaA,Alemanha,Varejo,Comprometido,Não Informado
467,OECHSLER Group,Alemanha,Automóveis e Componentes,Comprometido,Não Informado
468,Oncotec Pharma Produktion GmbH,Alemanha,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
469,OPTIMA packaging group GmbH,Alemanha,Equipamento e Maquinário Elétrico,Metas definidas,2030
470,OTTO FUCHS,Alemanha,Automóveis e Componentes,Compromisso removido,Não Informado
471,Otto Group,Alemanha,Varejo,Metas definidas,2031
472,Ottobock SE & Co. KGaA,Alemanha,"Tecnologia, Provedores e Serviços de Saúde",Compromisso removido,Não Informado
473,Palm Group,Alemanha,Produtos Florestais,Comprometido,Não Informado
474,Pano Verschluss GmbH,Alemanha,Recipientes e Embalagens,Metas definidas,2030
475,Panther Packaging GmbH & Co. KG,Alemanha,Produtos Florestais,Metas definidas,2028
